qua mai  1 16:21:22 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
CoarseList;30;19808;12850;20551;5293
CoarseList;30;26811;17311;21999;6159
CoarseList;30;22425;14481;21467;6452
CoarseList;30;24234;12778;16628;6103
CoarseList;30;27428;18326;17472;6408
CoarseList;30;28873;20012;18488;6983
CoarseList;30;24594;24102;21095;4847
CoarseList;30;30823;21043;20514;6730
CoarseList;30;23019;21089;21592;4892
CoarseList;30;25956;23531;24227;4586
CoarseList;30;30495;17630;23769;6349
CoarseList;30;30583;17283;13904;6419
CoarseList;30;25084;13617;16618;6270
CoarseList;30;23953;16248;22377;6514
CoarseList;30;23427;17920;18553;5615
CoarseList (Mean);30;25569;16330;21565;6136
