sáb mai 11 02:48:56 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;10;42465;42772;42538;4996
RandomLazyList;10;41948;41754;41444;5059
RandomLazyList;10;41345;41220;41039;4980
RandomLazyList;10;42444;42372;42340;5036
RandomLazyList;10;42954;43138;42914;4943
RandomLazyList;10;46618;46654;46441;5030
RandomLazyList;10;41976;41422;41624;5010
RandomLazyList;10;42326;42611;42515;4974
RandomLazyList;10;42498;42320;42498;5058
RandomLazyList;10;41998;41799;42101;4976
RandomLazyList;10;42511;43086;42736;4942
RandomLazyList;10;46617;47005;46640;4991
RandomLazyList;10;42589;42604;42615;4970
RandomLazyList;10;42204;42291;41985;5046
RandomLazyList;10;42061;42276;41784;5020
RandomLazyList;10;41946;41782;41643;4958
RandomLazyList;10;41545;41243;41413;5034
RandomLazyList;10;45001;44648;44471;4991
RandomLazyList (Mean);10;42339;42354;42302;4928
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;12;0;0;0;0
RandomLazyList;12;49429;48848;48742;5103
RandomLazyList;12;43819;43816;43813;4993
RandomLazyList;12;44109;44293;44059;4967
RandomLazyList;12;42909;42645;42210;5077
RandomLazyList;12;44166;44072;43757;5032
RandomLazyList;12;43819;43558;43310;5000
RandomLazyList;12;43737;43798;43697;4998
RandomLazyList;12;43774;43858;43298;4907
RandomLazyList;12;49492;49310;49016;5037
RandomLazyList;12;44495;44754;44222;4999
RandomLazyList;12;43583;43731;43355;4995
RandomLazyList;12;43744;44219;44221;4930
RandomLazyList;12;44658;45078;44843;4998
RandomLazyList;12;44176;44191;43734;4987
RandomLazyList;12;43994;43930;43734;5092
RandomLazyList;12;49256;48880;49101;4932
RandomLazyList;12;43408;43025;43330;5001
RandomLazyList;12;43470;43627;43606;4961
RandomLazyList;12;43544;43601;43652;5018
RandomLazyList;12;43730;43575;43614;4973
RandomLazyList;12;44013;43676;43276;5073
RandomLazyList;12;44181;44209;43952;5058
RandomLazyList;12;48823;48700;48864;5006
RandomLazyList;12;43777;43566;43934;4995
RandomLazyList;12;44148;44631;44389;5007
RandomLazyList;12;43726;43643;43434;5002
RandomLazyList;12;43499;43749;43824;5018
RandomLazyList;12;43351;43735;43565;4946
RandomLazyList;12;43306;43403;43324;5090
RandomLazyList;12;49364;49215;49273;4979
RandomLazyList;12;43544;43569;43658;4991
RandomLazyList;12;44129;43826;44093;4981
RandomLazyList;12;43842;43480;43672;5016
RandomLazyList;12;44260;44335;43892;4981
RandomLazyList;12;43314;43755;43591;4925
RandomLazyList;12;43679;43752;43527;5056
RandomLazyList;12;48922;49256;49008;4921
RandomLazyList;12;44429;44298;44662;4949
RandomLazyList;12;43428;43207;42821;4950
RandomLazyList;12;44103;44189;44215;5035
RandomLazyList;12;43754;43818;43924;4930
RandomLazyList;12;44376;44046;44257;5083
RandomLazyList;12;43802;43698;43280;5027
RandomLazyList;12;48012;47688;48086;5057
RandomLazyList;12;45053;45585;45488;5000
RandomLazyList;12;44445;44661;44430;4943
RandomLazyList;12;44295;44043;44183;5122
RandomLazyList;12;42952;42749;42617;4994
RandomLazyList;12;44376;44649;44698;4981
RandomLazyList;12;43298;43446;43607;5034
RandomLazyList;12;45510;45298;45400;5026
RandomLazyList;12;46570;46534;46350;5045
RandomLazyList;12;44092;43721;44089;5090
