sáb mai 11 01:48:33 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomCoarseList;18;20807;20841;20877;4983
RandomCoarseList;18;20745;20541;20710;4958
RandomCoarseList;18;20967;21174;21241;4978
RandomCoarseList;18;19664;19523;19774;5012
RandomCoarseList;18;20905;20899;20906;5151
RandomCoarseList;18;21662;21732;21640;5026
RandomCoarseList;18;21289;21307;21390;5008
RandomCoarseList;18;21074;20841;20879;5029
RandomCoarseList;18;21426;21159;21386;5054
RandomCoarseList;18;21243;21030;21496;5033
RandomCoarseList;18;19216;18853;19019;5110
RandomCoarseList;18;21123;21184;21170;5027
RandomCoarseList;18;21530;21968;21961;4992
RandomCoarseList;18;27914;27559;27819;5057
RandomCoarseList;18;23477;23372;23068;5086
RandomCoarseList;18;23406;23363;23139;4972
RandomCoarseList;18;25411;25558;25388;4981
RandomCoarseList;18;24080;24466;24445;4945
RandomCoarseList;18;23739;23642;23656;5083
RandomCoarseList (Mean);18;20821;20774;20843;4927
Experiment;Threads;Add;Remove;Contains;Population
RandomCoarseList;20;0;0;0;0
RandomCoarseList;20;24273;24401;23977;4910
RandomCoarseList;20;19095;18920;18806;5009
RandomCoarseList;20;17506;17376;17456;5038
RandomCoarseList;20;19618;19442;19497;4950
RandomCoarseList;20;29300;29077;29356;5056
RandomCoarseList;20;22577;22464;22558;4957
RandomCoarseList;20;22133;22268;22418;5006
RandomCoarseList;20;22964;23041;22784;4919
RandomCoarseList;20;20718;20587;20547;4971
RandomCoarseList;20;21266;21242;21394;4936
RandomCoarseList;20;19061;19221;18923;4994
RandomCoarseList;20;21093;20955;21061;5026
RandomCoarseList;20;21487;21517;21192;5074
RandomCoarseList;20;21816;21504;21743;5012
RandomCoarseList;20;20771;20740;20788;5011
RandomCoarseList;20;21800;22007;21835;5010
RandomCoarseList;20;19683;19210;19484;5092
RandomCoarseList;20;20191;20447;20530;4913
RandomCoarseList;20;21529;21643;21685;4935
RandomCoarseList;20;21681;21604;21459;5027
RandomCoarseList;20;21553;21896;21522;5083
RandomCoarseList;20;22676;22583;22792;5071
RandomCoarseList;20;21109;21276;21192;5056
RandomCoarseList;20;21268;21366;21271;4936
RandomCoarseList;20;19091;19111;18919;4976
RandomCoarseList;20;22395;22153;22114;4998
RandomCoarseList;20;21472;21060;21238;5109
RandomCoarseList;20;20328;20549;20304;4999
RandomCoarseList;20;20019;20295;20139;4968
RandomCoarseList;20;20395;20453;20276;5033
RandomCoarseList;20;21285;21291;20926;5045
RandomCoarseList;20;21216;21346;21004;5022
RandomCoarseList;20;21153;21098;21124;5060
RandomCoarseList;20;20487;20544;20601;5015
RandomCoarseList;20;20654;20640;20529;4996
RandomCoarseList;20;21092;21020;21164;4985
RandomCoarseList;20;20710;20505;20352;4990
RandomCoarseList;20;21322;21189;21213;5043
RandomCoarseList;20;20426;20274;20417;5056
RandomCoarseList;20;21135;21004;21066;4938
RandomCoarseList;20;21349;21163;21190;4987
RandomCoarseList;20;21526;21515;21816;4944
RandomCoarseList;20;22101;22395;22169;5004
RandomCoarseList;20;20861;20288;20805;5035
RandomCoarseList;20;21464;21402;21374;4981
RandomCoarseList;20;21345;21591;21499;4963
RandomCoarseList;20;21581;21657;21709;5073
RandomCoarseList;20;20796;20981;20523;4993
RandomCoarseList;20;22113;22018;22104;4968
RandomCoarseList;20;27832;27222;27656;5097
RandomCoarseList;20;22778;22853;22853;5010
RandomCoarseList;20;24948;24727;24660;4933
RandomCoarseList;20;22967;23017;23138;4914
RandomCoarseList;20;25328;25252;25352;4966
RandomCoarseList;20;21904;22029;21633;4892
RandomCoarseList (Mean);20;21200;21168;21145;4910
